ayahRef,wordId,word,translation,highlight
3:104,,وَلۡتَكُن مِّنكُمۡ أُمَّةٞ يَدۡعُونَ إِلَى ٱلۡخَيۡرِ وَيَأۡمُرُونَ بِٱلۡمَعۡرُوفِ ,"And let there be [arising] from you a nation inviting to [all that is] good, enjoining what is right, ",أُمَّةٞ
,,أُمَم,Nations,
6:42,,وَلَقَدۡ أَرۡسَلۡنَآ إِلَىٰٓ أُمَمٖ مِّن قَبۡلِكَ فَأَخَذۡنَٰهُم بِٱلۡبَأۡسَآءِ وَٱلضَّرَّآءِ ,"And We have already sent [messengers] to nations before you, [O Muhammad]; then We seized them with poverty and hardship ",أُمَمٖ
,,إِنسَٰن,Man (mankind),
10:12,,وَإِذَا مَسَّ ٱلۡإِنسَٰنَ ٱلضُّرُّ دَعَانَا لِجَنۢبِهِ ,"And when affliction touches man, he calls upon Us to [remove] an affliction that touched him, ",ٱلۡإِنسَٰنَ
4:28,,يُرِيدُ ٱللَّهُ أَن يُخَفِّفَ عَنكُمۡۚ وَخُلِقَ ٱلۡإِنسَٰنُ ضَعِيفٗا ,And Allah wants to lighten for you [your difficulties]; and mankind was created weak. ,ٱلۡإِنسَٰنُ
,,مَلَأ,Eminent (chiefs),
7:60,,قَالَ ٱلۡمَلَأُ مِن قَوۡمِهِۦٓ إِنَّا لَنَرَىٰكَ فِي ضَلَٰلٖ مُّبِينٖ ,"Said the eminent among his people, ""Indeed, we see you in clear error."" ",ٱلۡمَلَأُ
7:60,,قَالَ ٱلۡمَلَأُ مِن قَوۡمِ فِرۡعَوۡنَ إِنَّ هَٰذَا لَسَٰحِرٌ عَلِيمٞ ,"Said the eminent among the people of Pharaoh, ""Indeed, this is a learned magician ",ٱلۡمَلَأُ
,,عَبۡد ,Servant,
2:23,,وَإِن كُنتُمۡ فِي رَيۡبٖ مِّمَّا نَزَّلۡنَا عَلَىٰ عَبۡدِنَا فَأۡتُواْ بِسُورَةٖ ,"And if you are in doubt about what We have sent down upon Our Servant [Muhammad], then produce a surah ",عَبۡدِنَا
,,عِبَاد,Servants,
2:186,,وَإِذَا سَأَلَكَ عِبَادِي عَنِّي فَإِنِّي قَرِيبٌۖ ,"And when My servants ask you, [O Muhammad], concerning Me - indeed I am near. ",عِبَادِي
76:6,,عَيۡنٗا يَشۡرَبُ بِهَا عِبَادُ ٱللَّهِ يُفَجِّرُونَهَا تَفۡجِيرٗا ,A spring of which the [righteous] servants of Allah will drink; they will make it gush forth in force [and abundance].,عِبَادُ
,,عَدُو ,Enemy,
2:208,,وَلَا تَتَّبِعُواْ خُطُوَٰتِ ٱلشَّيۡطَٰنِۚ إِنَّهُۥ لَكُمۡ عَدُوّٞ مُّبِينٞ ,"and do not follow the footsteps of Satan. Indeed, he is to you a clear enemy.",عَدُوّٞ
,,أَعۡدَآء,Enemyies,
3:103,,وَٱذۡكُرُواْ نِعۡمَتَ ٱللَّهِ عَلَيۡكُمۡ إِذۡ كُنتُمۡ أَعۡدَآءٗ فَأَلَّفَ بَيۡنَ قُلُوبِكُمۡ ,And remember the favor of Allah upon you - when you were enemies and He brought your hearts together,أَعۡدَآءٗ
,,مُجۡرِمِين,Criminals,
6:55,,وَكَذَٰلِكَ نُفَصِّلُ ٱلۡأٓيَٰتِ وَلِتَسۡتَبِينَ سَبِيلُ ٱلۡمُجۡرِمِينَ,"And thus do We detail the verses, and [thus] the way of the criminals will become evident. ",ٱلۡمُجۡرِمِينَ
25:22,,يَوۡمَ يَرَوۡنَ ٱلۡمَلَٰٓئِكَةَ لَا بُشۡرَىٰ يَوۡمَئِذٖ لِّلۡمُجۡرِمِينَ وَيَقُولُونَ حِجۡرٗا مَّحۡجُورٗا ,"The day they see the angels - no good tidings will there be that day for the criminals, and [the angels] will say, ""Prevented and inaccessible."" ",لِّلۡمُجۡرِمِينَ
,,فَرِيق,Party ,
2:75,,أَفَتَطۡمَعُونَ أَن يُؤۡمِنُواْ لَكُمۡ وَقَدۡ كَانَ فَرِيقٞ مِّنۡهُمۡ يَسۡمَعُونَ كَلَٰمَ ٱللَّهِ ثُمَّ يُحَرِّفُونَهُ ,"Do you covet [the hope, O believers], that they would believe for you while a party of them used to hear the words of Allah and then distort the Torah ",فَرِيقٞ
2:87,,أَفَكُلَّمَا جَآءَكُمۡ رَسُولُۢ بِمَا لَا تَهۡوَىٰٓ أَنفُسُكُمُ ٱسۡتَكۡبَرۡتُمۡ فَفَرِيقٗا كَذَّبۡتُمۡ وَفَرِيقٗا تَقۡتُلُونَ ,"But is it [not] that every time a messenger came to you, [O Children of Israel], with what your souls did not desire, you were arrogant? And a party [of messengers] you denied and another party you killed. ",فَفَرِيقٗا
,,فِئَة ,Party / Group,
8:45,,يَٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوٓاْ إِذَا لَقِيتُمۡ فِئَةٗ وَٱذۡكُرُواْ ٱللَّهَ كَثِيرٗا ,"O you who have believed, when you encounter a company [from the enemy forces], stand firm and remember Allah much ",فِئَةٗ
,,طَآئِفَة ,Party / Group,
3:69,,وَدَّت طَّآئِفَةٞ مِّنۡ أَهۡلِ ٱلۡكِتَٰبِ لَوۡ يُضِلُّونَكُمۡ وَمَا يُضِلُّونَ إِلَّآ أَنفُسَهُمۡ ,"A faction of the people of the Scripture wish they could mislead you. But they do not mislead except themselves,",طَّآئِفَةٞ
,, أَجۡمَعِينَ,All/ Everybody /Everyone,
2:161,,إِنَّ ٱلَّذِينَ كَفَرُواْ وَمَاتُواْ وَهُمۡ  كُفَّارٌ أُوْلَٰٓئِكَ عَلَيۡهِمۡ لَعۡنَةُ ٱللَّهِ وَٱلۡمَلَٰٓئِكَةِ وَٱلنَّاسِ أَجۡمَعِينَ ,"Indeed, those who disbelieve and die while they are disbelievers - upon them will be the curse of Allah and of the angels and the people, all together,",أَجۡمَعِينَ
,, أَجۡمَعُونَ,All/ Everybody /Everyone,
15:30,,فَسَجَدَ ٱلۡمَلَٰٓئِكَةُ كُلُّهُمۡ أَجۡمَعُونَ,So the angels prostrated - all of them entirely,أَجۡمَعُونَ
,,جَمِيع,All/ Everybody /Everyone,
2:148,,أَيۡنَ مَا تَكُونُواْ يَأۡتِ بِكُمُ ٱللَّهُ جَمِيعًاۚ ,"Wherever you may be, Allah will bring you forth [for judgement] all together. ",جَمِيعًاۚ
,,سَوَآء,Same/ Equal/ Straight,
2:6,,إِنَّ ٱلَّذِينَ كَفَرُواْ سَوَآءٌ عَلَيۡهِمۡ ءَأَنذَرۡتَهُمۡ أَمۡ لَمۡ تُنذِرۡهُمۡ لَا يُؤۡمِنُونَ ,"Indeed, those who disbelieve - it is all the same for them whether you warn them or do not warn them - they will not believe. ",سَوَآءٌ
2:108,,وَمَن يَتَبَدَّلِ ٱلۡكُفۡرَ بِٱلۡإِيمَٰنِ فَقَدۡ ضَلَّ سَوَآءَ ٱلسَّبِيلِ,And whoever exchanges faith for disbelief has certainly strayed from the soundness of the way.,سَوَآءَ
,,ٱسۡم,Name,
19:7,,يَٰزَكَرِيَّآ إِنَّا نُبَشِّرُكَ بِغُلَٰمٍ ٱسۡمُهُۥ يَحۡيَىٰ ,"[He was told], ""O Zechariah, indeed We give you good tidings of a boy whose name will be John.",ٱسۡمُهُۥ
22:34,,وَلِكُلِّ أُمَّةٖ جَعَلۡنَا مَنسَكٗا لِّيَذۡكُرُواْ ٱسۡمَ ٱللَّهِ عَلَىٰ مَا رَزَقَهُم ,And for all religion We have appointed a rite [of sacrifice] that they may mention the name of Allah over what He has provided for them ,ٱسۡمَ
,,صَاحِب ,Companion Inmate,
18:37,,قَالَ لَهُۥ صَاحِبُهُۥ وَهُوَ يُحَاوِرُهُۥٓ أَكَفَرۡتَ بِٱلَّذِي خَلَقَكَ مِن تُرَابٖ ,"His companion said to him while he was conversing with him, ""Have you disbelieved in He who created you from dust ",صَاحِبُهُۥ
,,أَصۡحَٰب,Companion (Inmates),
2:39,,وَٱلَّذِينَ كَفَرُواْ وَكَذَّبُواْ بِـَٔايَٰتِنَآ أُوْلَٰٓئِكَ أَصۡحَٰبُ ٱلنَّارِۖ ,And those who disbelieve and deny Our signs - those will be companions (inmates) of the Fire;,أَصۡحَٰبُ
,,فِرۡعَوۡن,Pharaoh,
10:75,,ثُمَّ بَعَثۡنَا مِنۢ بَعۡدِهِم مُّوسَىٰ وَهَٰرُونَ إِلَىٰ فِرۡعَوۡنَ وَمَلَإِيْهِ ,Then We sent after them Moses and Aaron to Pharaoh and his establishment ,فِرۡعَوۡنَ
2:49,,وَإِذۡ نَجَّيۡنَٰكُم مِّنۡ ءَالِ فِرۡعَوۡنَ يَسُومُونَكُمۡ سُوٓءَ ٱلۡعَذَابِ ,"And [recall] when We saved your forefathers from the people of Pharaoh, who afflicted you with the worst torment, ",فِرۡعَوۡنَ
,,نَصَٰرَىٰ,Christians,
2:111,,وَقَالُواْ لَن يَدۡخُلَ ٱلۡجَنَّةَ إِلَّا مَن كَانَ هُودًا أَوۡ نَصَٰرَىٰۗ ,"And they say, ""None will enter Paradise except one who is a Jew or a Christian."" ",نَصَٰرَىٰۗ
5:18,,وَقَالَتِ ٱلۡيَهُودُ وَٱلنَّصَٰرَىٰ نَحۡنُ أَبۡنَٰٓؤُاْ ٱللَّهِ وَأَحِبَّٰٓؤُهُۥۚ ,"But the Jews and the Christians say, ""We are the children of Allah and His beloved.""",ٱلنَّصَٰرَىٰ
,,نِسَآء,Women/ wives,
2:42,,يَٰمَرۡيَمُ إِنَّ ٱللَّهَ ٱصۡطَفَىٰكِ وَطَهَّرَكِ وَٱصۡطَفَىٰكِ عَلَىٰ نِسَآءِ ٱلۡعَٰلَمِينَ ,"O Mary, indeed Allah has chosen you and purified you and chosen you above the women of the worlds.",نِسَآءِ
4:127,,وَيَسۡتَفۡتُونَكَ فِي ٱلنِّسَآءِۖ قُلِ ٱللَّهُ يُفۡتِيكُمۡ فِيهِنَّ وَمَا يُتۡلَىٰ عَلَيۡكُمۡ ,"And they request from you, [O Muhammad], a [legal] ruling concerning women. Say, Allah gives you a ruling about them and [about] what has been recited to you ",ٱلنِّسَآءِۖ
,,رِجَال,Men,
12:109,,وَمَآ أَرۡسَلۡنَا مِن قَبۡلِكَ إِلَّا رِجَالٗا نُّوحِيٓ إِلَيۡهِم مِّنۡ أَهۡلِ ٱلۡقُرَىٰٓۗ ,And We sent not before you [as messengers] except men to whom We revealed from among the people of cities.,رِجَالٗا
22:27,,وَأَذِّن فِي النَّاسِ بِالْحَجِّ يَأْتُوكَ رِجَالًا وَعَلَىٰ كُلِّ ضَامِرٍ ,And proclaim to the people the Hajj [pilgrimage]; they will come to you on foot and on every lean camel; ,رِجَالٗا
,,عِظَٰم,Bones,
17:49,,وَقَالُوٓاْ أَءِذَا كُنَّا عِظَٰمٗا وَرُفَٰتًا أَءِنَّا لَمَبۡعُوثُونَ خَلۡقٗا جَدِيدٗا ,"And they say, ""When we are bones and crumbled particles, will we [truly] be resurrected as a new creation?""",عِظَٰمٗا
23:14,,فَخَلَقۡنَا ٱلۡعَلَقَةَ مُضۡغَةٗ فَخَلَقۡنَا ٱلۡمُضۡغَةَ عِظَٰمٗا فَكَسَوۡنَا ٱلۡعِظَٰمَ لَحۡمٗا ,"and We made [from] the clot, bones, and We covered the bones with flesh;",عِظَٰمٗا
,,مَوۡتَىٰ,The dead,
2:73,,فَقُلۡنَا ٱضۡرِبُوهُ بِبَعۡضِهَاۚ كَذَٰلِكَ يُحۡيِ ٱللَّهُ ٱلۡمَوۡتَىٰ وَيُرِيكُمۡ ءَايَٰتِهِ,"So, We said, ""Strike the slain man with part of it."" Thus does Allah bring the dead to life, and He shows you His signs",ٱلۡمَوۡتَىٰ
5:110,,وَإِذۡ تُخۡرِجُ ٱلۡمَوۡتَىٰ بِإِذۡنِيۖ ,and when you brought forth the dead with My permission. ,ٱلۡمَوۡتَىٰ
,,أَيۡدِي,Hands,
2:79,,فَوَيۡلٞ لِّلَّذِينَ يَكۡتُبُونَ ٱلۡكِتَٰبَ بِأَيۡدِيهِمۡ ثُمَّ يَقُولُونَ هَٰذَا مِنۡ عِندِ ٱللَّهِ ,"So woe to those who write the ""scripture"" with their own hands, then say, ""This is from Allah,"" ",بِأَيۡدِيهِمۡ
2:95,,وَلَن يَتَمَنَّوۡهُ أَبَدَۢا بِمَا قَدَّمَتۡ أَيۡدِيهِمۡۚ وَٱللَّهُ عَلِيمُۢ بِٱلظَّٰلِمِينَ ,"But they will never wish for it, ever, because of what their hands have put forth.",أَيۡدِيهِمۡۚ
,,أَعۡيُن,Eyes,
5:83,,وَإِذَا سَمِعُواْ مَآ أُنزِلَ إِلَى ٱلرَّسُولِ تَرَىٰٓ أَعۡيُنَهُمۡ تَفِيضُ مِنَ ٱلدَّمۡعِ مِمَّا عَرَفُواْ مِنَ ٱلۡحَقِّۖ  ,"And when they hear what has been revealed to the Messenger, you see their eyes overflowing with tears because of what they have recognized of the truth. ",أَعۡيُنَهُمۡ
7:116,,فَلَمَّآ أَلۡقَوۡاْ سَحَرُوٓاْ أَعۡيُنَ ٱلنَّاسِ وَٱسۡتَرۡهَبُوهُمۡ وَجَآءُو بِسِحۡرٍ عَظِيمٖ ,"and when they threw, they bewitched the eyes of the people and struck terror into them, and they presented a great [feat of] magic. ",أَعۡيُنَ
,,أَزۡوَٰج,Spouses,
13:23,,جَنَّٰتُ عَدۡنٖ يَدۡخُلُونَهَا وَمَن صَلَحَ مِنۡ ءَابَآئِهِمۡ وَأَزۡوَٰجِهِمۡ وَذُرِّيَّٰتِهِمۡۖ ,"Gardens of perpetual residence; they will enter them with whoever were righteous among their fathers, their spouses and their descendants. ",أَزۡوَٰجِهِمۡ
13:38,,وَلَقَدۡ أَرۡسَلۡنَا رُسُلٗا مِّن قَبۡلِكَ وَجَعَلۡنَا لَهُمۡ أَزۡوَٰجٗا وَذُرِّيَّةٗۚ ,And We have already sent messengers before you and assigned to them wives and descendants. ,أَزۡوَٰجٗا
,,أَهۡوَآء,Inclinations/ Desires,
5:49,,وَأَنِ ٱحۡكُم بَيۡنَهُم بِمَآ أَنزَلَ ٱللَّهُ وَلَا تَتَّبِعۡ أَهۡوَآءَهُمۡ وَٱحۡذَرۡهُمۡ ,"And judge, [O Muhammad], between them by what Allah has revealed and do not follow their inclinations and beware of them, ",أَهۡوَآءَهُمۡ
6:56,,قُل لَّآ أَتَّبِعُ أَهۡوَآءَكُمۡ قَدۡ ضَلَلۡتُ إِذٗا وَمَآ أَنَا۠ مِنَ ٱلۡمُهۡتَدِينَ ,"Say, ""I will not follow your desires, for I would then have gone astray, and I would not be of the [rightly] guided."" ",أَهۡوَآءَكُمۡ
,,أَلۡبَٰب,Minds/ Understanding,
2:179,,وَلَكُمۡ فِي ٱلۡقِصَاصِ حَيَوٰةٞ يَٰٓأُوْلِي ٱلۡأَلۡبَٰبِ لَعَلَّكُمۡ تَتَّقُونَ ,"And there is for you in legal retribution [saving of] life, O you [people] of understanding, that you may become righteous. ",ٱلۡأَلۡبَٰبِ
38:29,,كِتَٰبٌ أَنزَلۡنَٰهُ إِلَيۡكَ مُبَٰرَكٞ لِّيَدَّبَّرُوٓاْ ءَايَٰتِهِۦ وَلِيَتَذَكَّرَ أُوْلُواْ ٱلۡأَلۡبَٰبِ,"[This is] a blessed Book which We have revealed to you, [O Muhammad], that they might reflect upon its verses and that those of understanding would be reminded. ",ٱلۡأَلۡبَٰبِ
,,أَبۡوَٰب,Doors/ Gates,
38:50,,جَنَّٰتِ عَدۡنٖ مُّفَتَّحَةٗ لَّهُمُ ٱلۡأَبۡوَٰبُ ,"Gardens of perpetual residence, whose doors will be opened to them. ",ٱلۡأَبۡوَٰبُ
12:23,,وَرَٰوَدَتۡهُ ٱلَّتِي هُوَ فِي بَيۡتِهَا عَن نَّفۡسِهِۦ وَغَلَّقَتِ ٱلۡأَبۡوَٰبَ ,"And she, in whose house he was, sought to seduce him. She closed the doors",ٱلۡأَبۡوَٰبَ
,,أَيۡمَٰن,Oaths,
3:77,,إِنَّ ٱلَّذِينَ يَشۡتَرُونَ بِعَهۡدِ ٱللَّهِ وَأَيۡمَٰنِهِمۡ ثَمَنٗا قَلِيلًا أُوْلَٰٓئِكَ لَا خَلَٰقَ لَهُمۡ فِي ٱلۡأٓخِرَةِ ,"Indeed, those who exchange the covenant of Allah and their [own] oaths for a small price will have no share in the Hereafter, ",أَيۡمَٰنِهِمۡ
4:33,,وَٱلَّذِينَ عَقَدَتۡ أَيۡمَٰنُكُمۡ فَ,And to those whom your oaths have bound [to you] - give them their share. ,أَيۡمَٰنُكُمۡ
,,بَدَّلَ,to (Ex)Change,
2:11,,وَمَن يُبَدِّلۡ نِعۡمَةَ ٱللَّهِ مِنۢ بَعۡدِ مَا جَآءَتۡهُ فَإِنَّ ٱللَّهَ شَدِيدُ ٱلۡعِقَابِ ,"«And whoever exchanges the favor of Allah [for disbelief] after it has come to him - then indeed, Allah is severe in penalty»",يُبَدِّلۡ 
2:181,,فَمَنۢ بَدَّلَهُۥ بَعۡدَ مَا سَمِعَهُۥ فَإِنَّمَآ إِثۡمُهُۥ عَلَى ٱلَّذِينَ يُبَدِّلُونَهُۥٓۚ ,«Then whoever alters the bequest after he has heard it - the sin is only upon those who have altered it.»,بَدَّلَهُۥ 
,,بَشََّّرَ,to Give good news,
15:54,,قَالَ أَبَشَّرۡتُمُونِي عَلَىٰٓ أَن مَّسَّنِيَ ٱلۡكِبَرُ فَبِمَ تُبَشِّرُونَ ,"«He said, “Have you given me good tidings although old age has come upon me? Then of what [wonder] do you inform?”» ",أَبَشَّرۡتُمُونِي 
15:55,,قَالُواْ بَشَّرۡنَٰكَ بِٱلۡحَقِّ فَلَا تَكُن مِّنَ ٱلۡقَٰنِطِينَ ,"«They said, “We have given you good tidings in truth, so do not be of the despairing.”» ",بَشَّرۡنَٰكَ 
,,بَيَّنَ,to Make clear,
2:68,,قَالُواْ ٱدۡعُ لَنَا رَبَّكَ يُبَيِّن لَّنَا مَا هِيَۚ ,"«They said, “Call upon your Lord to make clear to us what it is.”»",يُبَيِّن 
